Code,Count,Individual Probability,Cumulative Probability
0815,151,0.00015566721442282516,0.02461706896160689717
1013,151,0.00015566721442282516,0.02477273617602972211
1014,151,0.00015566721442282516,0.02492840339045254705
1021,151,0.00015566721442282516,0.02508407060487537199
1022,151,0.00015566721442282516,0.02523973781929819693
1027,151,0.00015566721442282516,0.02539540503372102534
1030,151,0.00015566721442282516,0.02555107224814385028
1101,151,0.00015566721442282516,0.02570673946256667522
1128,151,0.00015566721442282516,0.02586240667698950016
1133,151,0.00015566721442282516,0.02601807389141232510
1945,151,0.00015566721442282516,0.02617374110583515004
1955,151,0.00015566721442282516,0.02632940832025797498
1960,151,0.00015566721442282516,0.02648507553468079992
3030,151,0.00015566721442282516,0.02664074274910362486
3210,151,0.00015566721442282516,0.02679640996352644980
5050,151,0.00015566721442282516,0.02695207717794927474
9090,151,0.00015566721442282516,0.02710774439237209968
0077,150,0.00015463630571803822,0.02726238069809013703
1092,150,0.00015463630571803822,0.02741701700380817786
1126,150,0.00015463630571803822,0.02757165330952621521
1130,150,0.00015463630571803822,0.02772628961524425256
1204,150,0.00015463630571803822,0.02788092592096228992
1005,149,0.00015360539701325131,0.02803453131797554315
1009,149,0.00015360539701325131,0.02818813671498879292
1031,149,0.00015360539701325131,0.02834174211200204616
1104,149,0.00015360539701325131,0.02849534750901529592
1115,149,0.00015360539701325131,0.02864895290602854916
1117,149,0.00015360539701325131,0.02880255830304179893
1119,149,0.00015360539701325131,0.02895616370005505216
1127,149,0.00015360539701325131,0.02910976909706830193
1203,149,0.00015360539701325131,0.02926337449408155170
1217,149,0.00015360539701325131,0.02941697989109480493
1218,149,0.00015360539701325131,0.02957058528810805470
1379,149,0.00015360539701325131,0.02972419068512130794
1958,149,0.00015360539701325131,0.02987779608213455770
3434,149,0.00015360539701325131,0.03003140147914781094
5656,149,0.00015360539701325131,0.03018500687616106071
7878,149,0.00015360539701325131,0.03033861227317431394
0411,148,0.00015257448830846438,0.03049118676148277612
1017,148,0.00015257448830846438,0.03064376124979124177
1018,148,0.00015257448830846438,0.03079633573809970395
1019,148,0.00015257448830846438,0.03094891022640816960
1026,148,0.00015257448830846438,0.03110148471471663525
1103,148,0.00015257448830846438,0.03125405920302509744
1129,148,0.00015257448830846438,0.03140663369133356309
1216,148,0.00015257448830846438,0.03155920817964202874
1229,148,0.00015257448830846438,0.03171178266795049439
1961,148,0.00015257448830846438,0.03186435715625895310
1991,148,0.00015257448830846438,0.03201693164456741875
2626,148,0.00015257448830846438,0.03216950613287588440
6789,148,0.00015257448830846438,0.03232208062118435005
8282,148,0.00015257448830846438,0.03247465510949281570
9111,148,0.00015257448830846438,0.03262722959780128135
0321,147,0.00015154357960367747,0.03277877317740495594
0808,147,0.00015154357960367747,0.03293031675700863053
1008,147,0.00015154357960367747,0.03308186033661231207
1015,147,0.00015154357960367747,0.03323340391621598666
1102,147,0.00015154357960367747,0.03338494749581966820
1118,147,0.00015154357960367747,0.03353649107542334279
1201,147,0.00015154357960367747,0.03368803465502701738
1202,147,0.00015154357960367747,0.03383957823463069892
1232,147,0.00015154357960367747,0.03399112181423437351
2727,147,0.00015154357960367747,0.03414266539383805504
3456,147,0.00015154357960367747,0.03429420897344172964
7979,147,0.00015154357960367747,0.03444575255304540423
0102,146,0.00015051267089889053,0.03459626522394429471
0707,146,0.00015051267089889053,0.03474677789484318519
1052,146,0.00015051267089889053,0.03489729056574207566
1105,146,0.00015051267089889053,0.03504780323664096614
1206,146,0.00015051267089889053,0.03519831590753985662
1207,146,0.00015051267089889053,0.03534882857843875403
1208,146,0.00015051267089889053,0.03549934124933764451
1616,146,0.00015051267089889053,0.03564985392023653499
1953,146,0.00015051267089889053,0.03580036659113542546
1954,146,0.00015051267089889053,0.03595087926203431594
1998,146,0.00015051267089889053,0.03610139193293320642
2848,146,0.00015051267089889053,0.03625190460383209690
3131,146,0.00015051267089889053,0.03640241727473098737
0121,145,0.00014948176219410362,0.03655189903692508679
0147,145,0.00014948176219410362,0.03670138079911919315
0316,145,0.00014948176219410362,0.03685086256131329258
1006,145,0.00014948176219410362,0.03700034432350739894
1219,145,0.00014948176219410362,0.03714982608570150530
1243,145,0.00014948176219410362,0.03729930784789560472
1942,145,0.00014948176219410362,0.03744878961008971108
2003,145,0.00014948176219410362,0.03759827137228381050
5000,145,0.00014948176219410362,0.03774775313447791686
5454,145,0.00014948176219410362,0.03789723489667202322
0011,144,0.00014845085348931669,0.03804568575016133852
0125,144,0.00014845085348931669,0.03819413660365065383
0404,144,0.00014845085348931669,0.03834258745713996913
0912,144,0.00014845085348931669,0.03849103831062928444
1107,144,0.00014845085348931669,0.03863948916411860668
1108,144,0.00014845085348931669,0.03878794001760792198
1314,144,0.00014845085348931669,0.03893639087109723729
1423,144,0.00014845085348931669,0.03908484172458655259
1951,144,0.00014845085348931669,0.03923329257807586790
1952,144,0.00014845085348931669,0.03938174343156519014
2004,144,0.00014845085348931669,0.03953019428505450544
2211,144,0.00014845085348931669,0.03967864513854382075
2233,144,0.00014845085348931669,0.03982709599203313605
2828,144,0.00014845085348931669,0.03997554684552245136
0214,143,0.00014741994478452978,0.04012296679030698254
1016,143,0.00014741994478452978,0.04027038673509151373
1100,143,0.00014741994478452978,0.04041780667987604492
1106,143,0.00014741994478452978,0.04056522662466057610
1110,143,0.00014741994478452978,0.04071264656944510035
1116,143,0.00014741994478452978,0.04086006651422963154
1478,143,0.00014741994478452978,0.04100748645901416273
1950,143,0.00014741994478452978,0.04115490640379869391
1992,143,0.00014741994478452978,0.04130232634858322510
3000,143,0.00014741994478452978,0.04144974629336774935
3636,143,0.00014741994478452978,0.04159716623815228054
4242,143,0.00014741994478452978,0.04174458618293681172
8989,143,0.00014741994478452978,0.04189200612772134291
0203,142,0.00014638903607974284,0.04203839516380108304
0604,142,0.00014638903607974284,0.04218478419988083011
0911,142,0.00014638903607974284,0.04233117323596057024
1109,142,0.00014638903607974284,0.04247756227204031038
1254,142,0.00014638903607974284,0.04262395130812005745
1321,142,0.00014638903607974284,0.04277034034419979758
1492,142,0.00014638903607974284,0.04291672938027954465
1949,142,0.00014638903607974284,0.04306311841635928478
7788,142,0.00014638903607974284,0.04320950745243902491
0120,141,0.00014535812737495593,0.04335486557981398092
0311,141,0.00014535812737495593,0.04350022370718893694
1256,141,0.00014535812737495593,0.04364558183456389295
1290,141,0.00014535812737495593,0.04379093996193884897
1346,141,0.00014535812737495593,0.04393629808931380498
4141,141,0.00014535812737495593,0.04408165621668876100
0009,140,0.00014432721867016900,0.04422598343535893289
0210,140,0.00014432721867016900,0.04437031065402909785
0314,140,0.00014432721867016900,0.04451463787269926975
0922,140,0.00014432721867016900,0.04465896509136944165
1369,140,0.00014432721867016900,0.04480329231003960661
1432,140,0.00014432721867016900,0.04494761952870977850
1472,140,0.00014432721867016900,0.04509194674737994346
2486,140,0.00014432721867016900,0.04523627396605011536
4862,140,0.00014432721867016900,0.04538060118472028032
0083,139,0.00014329630996538209,0.04552389749468566810
0213,139,0.00014329630996538209,0.04566719380465104894
0510,139,0.00014329630996538209,0.04581049011461642978
0625,139,0.00014329630996538209,0.04595378642458181062
1200,139,0.00014329630996538209,0.04609708273454719146
1453,139,0.00014329630996538209,0.04624037904451257924
1947,139,0.00014329630996538209,0.04638367535447796008
1948,139,0.00014329630996538209,0.04652697166444334093
0110,138,0.00014226540126059515,0.04666923706570393765
0204,138,0.00014226540126059515,0.04681150246696452744
0313,138,0.00014226540126059515,0.04695376786822512416
0326,138,0.00014226540126059515,0.04709603326948572088
0412,138,0.00014226540126059515,0.04723829867074631761
0711,138,0.00014226540126059515,0.04738056407200691433
0722,138,0.00014226540126059515,0.04752282947326750412
0908,138,0.00014226540126059515,0.04766509487452810084
0923,138,0.00014226540126059515,0.04780736027578869757
1066,138,0.00014226540126059515,0.04794962567704929429
1323,138,0.00014226540126059515,0.04809189107830988408
1331,138,0.00014226540126059515,0.04823415647957048080
1776,138,0.00014226540126059515,0.04837642188083107753
2510,138,0.00014226540126059515,0.04851868728209167425
3117,138,0.00014226540126059515,0.04866095268335227098
4040,138,0.00014226540126059515,0.04880321808461286076
7894,138,0.00014226540126059515,0.04894548348587345749
9981,138,0.00014226540126059515,0.04908774888713405421
0024,137,0.00014123449255580824,0.04922898337968985988
0512,137,0.00014123449255580824,0.04937021787224567249
0515,137,0.00014123449255580824,0.04951145236480147815
0918,137,0.00014123449255580824,0.04965268685735728382
0927,137,0.00014123449255580824,0.04979392134991309643
0928,137,0.00014123449255580824,0.04993515584246890210
1312,137,0.00014123449255580824,0.05007639033502470777
1415,137,0.00014123449255580824,0.05021762482758052037
2010,137,0.00014123449255580824,0.05035885932013632604
2244,137,0.00014123449255580824,0.05050009381269213865
2929,137,0.00014123449255580824,0.05064132830524794432
5151,137,0.00014123449255580824,0.05078256279780374999
5683,137,0.00014123449255580824,0.05092379729035956260
6996,137,0.00014123449255580824,0.05106503178291536826
7070,137,0.00014123449255580824,0.05120626627547117393
7272,137,0.00014123449255580824,0.05134750076802698654
7474,137,0.00014123449255580824,0.05148873526058279221
0012,136,0.00014020358385102133,0.05162893884443381376
0111,136,0.00014020358385102133,0.05176914242828483531
0128,136,0.00014020358385102133,0.05190934601213585686
0220,136,0.00014020358385102133,0.05204954959598687841
0225,136,0.00014020358385102133,0.05218975317983789997
0302,136,0.00014020358385102133,0.05232995676368892152
0310,136,0.00014020358385102133,0.05247016034753994307
0315,136,0.00014020358385102133,0.05261036393139096462
0318,136,0.00014020358385102133,0.05275056751524198617
0323,136,0.00014020358385102133,0.05289077109909300772
0402,136,0.00014020358385102133,0.05303097468294402927
0410,136,0.00014020358385102133,0.05317117826679505083
0413,136,0.00014020358385102133,0.05331138185064607238
0416,136,0.00014020358385102133,0.05345158543449709393
0423,136,0.00014020358385102133,0.05359178901834811548
0428,136,0.00014020358385102133,0.05373199260219913703
0502,136,0.00014020358385102133,0.05387219618605015858
0525,136,0.00014020358385102133,0.05401239976990118014
0606,136,0.00014020358385102133,0.05415260335375220169
0714,136,0.00014020358385102133,0.05429280693760321630
0811,136,0.00014020358385102133,0.05443301052145423785
0822,136,0.00014020358385102133,0.05457321410530525940
0917,136,0.00014020358385102133,0.05471341768915628095
0924,136,0.00014020358385102133,0.05485362127300730251
1080,136,0.00014020358385102133,0.05499382485685832406
1134,136,0.00014020358385102133,0.05513402844070934561
1188,136,0.00014020358385102133,0.05527423202456036716
1411,136,0.00014020358385102133,0.05541443560841138871
1412,136,0.00014020358385102133,0.05555463919226241026
1812,136,0.00014020358385102133,0.05569484277611343181
1907,136,0.00014020358385102133,0.05583504635996445337
1941,136,0.00014020358385102133,0.05597524994381547492
1944,136,0.00014020358385102133,0.05611545352766649647
1946,136,0.00014020358385102133,0.05625565711151751802
1993,136,0.00014020358385102133,0.05639586069536853957
1994,136,0.00014020358385102133,0.05653606427921956112
1996,136,0.00014020358385102133,0.05667626786307058268
1997,136,0.00014020358385102133,0.05681647144692160423
2005,136,0.00014020358385102133,0.05695667503077262578
2008,136,0.00014020358385102133,0.05709687861462364733
2103,136,0.00014020358385102133,0.05723708219847466888
2356,136,0.00014020358385102133,0.05737728578232569043
5858,136,0.00014020358385102133,0.05751748936617671198
6464,136,0.00014020358385102133,0.05765769295002773354
6669,136,0.00014020358385102133,0.05779789653387875509
8080,136,0.00014020358385102133,0.05793810011772977664
0112,135,0.00013917267514623440,0.05807727279287600713
0122,135,0.00013917267514623440,0.05821644546802224457
0304,135,0.00013917267514623440,0.05835561814316847506
0305,135,0.00013917267514623440,0.05849479081831471250
0312,135,0.00013917267514623440,0.05863396349346094300
0325,135,0.00013917267514623440,0.05877313616860718043
0327,135,0.00013917267514623440,0.05891230884375341786
0611,135,0.00013917267514623440,0.05905148151889964836
0704,135,0.00013917267514623440,0.05919065419404588579
0712,135,0.00013917267514623440,0.05932982686919211629
0809,135,0.00013917267514623440,0.05946899954433835372
0829,135,0.00013917267514623440,0.05960817221948458422
1248,135,0.00013917267514623440,0.05974734489463082165
1437,135,0.00013917267514623440,0.05988651756977705909
1940,135,0.00013917267514623440,0.06002569024492328958
1943,135,0.00013917267514623440,0.06016486292006952702
1995,135,0.00013917267514623440,0.06030403559521575751
2123,135,0.00013917267514623440,0.06044320827036199495
2210,135,0.00013917267514623440,0.06058238094550822544
2212,135,0.00013917267514623440,0.06072155362065446288
2332,135,0.00013917267514623440,0.06086072629580069338
2412,135,0.00013917267514623440,0.06099989897094693081
3211,135,0.00013917267514623440,0.06113907164609316824
3214,135,0.00013917267514623440,0.06127824432123939874
3838,135,0.00013917267514623440,0.06141741699638563617
4001,135,0.00013917267514623440,0.06155658967153186667
4646,135,0.00013917267514623440,0.06169576234667810410
4747,135,0.00013917267514623440,0.06183493502182433460
9898,135,0.00013917267514623440,0.06197410769697057203
9988,135,0.00013917267514623440,0.06211328037211680947
0013,134,0.00013814176644144749,0.06225142213855825585
0069,134,0.00013814176644144749,0.06238956390499970223
0099,134,0.00013814176644144749,0.06252770567144114167
0103,134,0.00013814176644144749,0.06266584743788260192
0114,134,0.00013814176644144749,0.06280398920432404830
0209,134,0.00013814176644144749,0.06294213097076549468
0212,134,0.00013814176644144749,0.06308027273720694106
0258,134,0.00013814176644144749,0.06321841450364838744
0301,134,0.00013814176644144749,0.06335655627008983382
0319,134,0.00013814176644144749,0.06349469803653128019
0331,134,0.00013814176644144749,0.06363283980297272657
0405,134,0.00013814176644144749,0.06377098156941417295
0408,134,0.00013814176644144749,0.06390912333585561933
0419,134,0.00013814176644144749,0.06404726510229706571
0501,134,0.00013814176644144749,0.06418540686873851209
0509,134,0.00013814176644144749,0.06432354863517997234
0513,134,0.00013814176644144749,0.06446169040162141872
0517,134,0.00013814176644144749,0.06459983216806286510
0521,134,0.00013814176644144749,0.06473797393450431148
0523,134,0.00013814176644144749,0.06487611570094575786
0622,134,0.00013814176644144749,0.06501425746738720424
0721,134,0.00013814176644144749,0.06515239923382865062
0813,134,0.00013814176644144749,0.06529054100027009699
0818,134,0.00013814176644144749,0.06542868276671154337
0913,134,0.00013814176644144749,0.06556682453315298975
0914,134,0.00013814176644144749,0.06570496629959443613
0926,134,0.00013814176644144749,0.06584310806603588251
0929,134,0.00013814176644144749,0.06598124983247732889
1144,134,0.00013814176644144749,0.06611939159891878914
1311,134,0.00013814176644144749,0.06625753336536023552
1590,134,0.00013814176644144749,0.06639567513180168190
1911,134,0.00013814176644144749,0.06653381689824312828
1937,134,0.00013814176644144749,0.06667195866468457466
2469,134,0.00013814176644144749,0.06681010043112602104
3579,134,0.00013814176644144749,0.06694824219756746742
4711,134,0.00013814176644144749,0.06708638396400891379
4860,134,0.00013814176644144749,0.06722452573045036017
5757,134,0.00013814176644144749,0.06736266749689180655
5888,134,0.00013814176644144749,0.06750080926333325293
0116,133,0.00013711085773666055,0.06763792012106992213
0205,133,0.00013711085773666055,0.06777503097880657745
0208,133,0.00013711085773666055,0.06791214183654323278
0217,133,0.00013711085773666055,0.06804925269427990198
0228,133,0.00013711085773666055,0.06818636355201655730
0317,133,0.00013711085773666055,0.06832347440975322650
0330,133,0.00013711085773666055,0.06846058526748988182
0414,133,0.00013711085773666055,0.06859769612522653714
0415,133,0.00013711085773666055,0.06873480698296320635
0417,133,0.00013711085773666055,0.06887191784069986167
0486,133,0.00013711085773666055,0.06900902869843651699
0507,133,0.00013711085773666055,0.06914613955617318619
0524,133,0.00013711085773666055,0.06928325041390984151
0610,133,0.00013711085773666055,0.06942036127164651071
0612,133,0.00013711085773666055,0.06955747212938316604
0613,133,0.00013711085773666055,0.06969458298711982136
0624,133,0.00013711085773666055,0.06983169384485649056
0666,133,0.00013711085773666055,0.06996880470259314588
0807,133,0.00013711085773666055,0.07010591556032981508
0812,133,0.00013711085773666055,0.07024302641806647041
0820,133,0.00013711085773666055,0.07038013727580312573
0915,133,0.00013711085773666055,0.07051724813353979493
0919,133,0.00013711085773666055,0.07065435899127645025
1199,133,0.00013711085773666055,0.07079146984901310558
1345,133,0.00013711085773666055,0.07092858070674977478
1452,133,0.00013711085773666055,0.07106569156448643010
1800,133,0.00013711085773666055,0.07120280242222309930
1914,133,0.00013711085773666055,0.07133991327995975462
2110,133,0.00013711085773666055,0.07147702413769640994
2311,133,0.00013711085773666055,0.07161413499543307914
2501,133,0.00013711085773666055,0.07175124585316973447
3690,133,0.00013711085773666055,0.07188835671090638979
3737,133,0.00013711085773666055,0.07202546756864305899
3939,133,0.00013711085773666055,0.07216257842637971431
4000,133,0.00013711085773666055,0.07229968928411638351
4455,133,0.00013711085773666055,0.07243680014185303884
4848,133,0.00013711085773666055,0.07257391099958969416
7575,133,0.00013711085773666055,0.07271102185732636336
7913,133,0.00013711085773666055,0.07284813271506301868
0104,132,0.00013607994903187365,0.07298421266409489683
0119,132,0.00013607994903187365,0.07312029261312676109
0127,132,0.00013607994903187365,0.07325637256215863924
0129,132,0.00013607994903187365,0.07339245251119051738
0130,132,0.00013607994903187365,0.07352853246022238165
0218,132,0.00013607994903187365,0.07366461240925425979
0219,132,0.00013607994903187365,0.07380069235828613794
0221,132,0.00013607994903187365,0.07393677230731800221
0224,132,0.00013607994903187365,0.07407285225634988035
0322,132,0.00013607994903187365,0.07420893220538175850
0328,132,0.00013607994903187365,0.07434501215441362276
0425,132,0.00013607994903187365,0.07448109210344550091
0426,132,0.00013607994903187365,0.07461717205247737905
0526,132,0.00013607994903187365,0.07475325200150925720
0616,132,0.00013607994903187365,0.07488933195054112146
0708,132,0.00013607994903187365,0.07502541189957299961
0710,132,0.00013607994903187365,0.07516149184860487775
0825,132,0.00013607994903187365,0.07529757179763674202
0904,132,0.00013607994903187365,0.07543365174666862016
0916,132,0.00013607994903187365,0.07556973169570049831
0921,132,0.00013607994903187365,0.07570581164473236258
0925,132,0.00013607994903187365,0.07584189159376424072
1177,132,0.00013607994903187365,0.07597797154279611886
1350,132,0.00013607994903187365,0.07611405149182798313
1404,132,0.00013607994903187365,0.07625013144085986128
1809,132,0.00013607994903187365,0.07638621138989173942
1928,132,0.00013607994903187365,0.07652229133892360369
1939,132,0.00013607994903187365,0.07665837128795548183
2111,132,0.00013607994903187365,0.07679445123698735998
2202,132,0.00013607994903187365,0.07693053118601922424
2312,132,0.00013607994903187365,0.07706661113505110239
2314,132,0.00013607994903187365,0.07720269108408298053
2341,132,0.00013607994903187365,0.07733877103311484480
3006,132,0.00013607994903187365,0.07747485098214672294
6767,132,0.00013607994903187365,0.07761093093117860109
0078,131,0.00013504904032708671,0.07774597997150568818
0117,131,0.00013504904032708671,0.07788102901183277527
0118,131,0.00013504904032708671,0.07801607805215986235
0206,131,0.00013504904032708671,0.07815112709248694944
0211,131,0.00013504904032708671,0.07828617613281403653
0215,131,0.00013504904032708671,0.07842122517314112362
0223,131,0.00013504904032708671,0.07855627421346819683
0324,131,0.00013504904032708671,0.07869132325379528392
0407,131,0.00013504904032708671,0.07882637229412237101
0424,131,0.00013504904032708671,0.07896142133444945810
0504,131,0.00013504904032708671,0.07909647037477654519
0506,131,0.00013504904032708671,0.07923151941510363228
0516,131,0.00013504904032708671,0.07936656845543071936
0522,131,0.00013504904032708671,0.07950161749575780645
0614,131,0.00013504904032708671,0.07963666653608489354
0723,131,0.00013504904032708671,0.07977171557641198063
0728,131,0.00013504904032708671,0.07990676461673906772
0729,131,0.00013504904032708671,0.08004181365706615481
0810,131,0.00013504904032708671,0.08017686269739324190
0824,131,0.00013504904032708671,0.08031191173772032899
0828,131,0.00013504904032708671,0.08044696077804741607
0920,131,0.00013504904032708671,0.08058200981837450316
1155,131,0.00013504904032708671,0.08071705885870159025
2006,131,0.00013504904032708671,0.08085210789902867734
2104,131,0.00013504904032708671,0.08098715693935576443
2226,131,0.00013504904032708671,0.08112220597968285152
2255,131,0.00013504904032708671,0.08125725502000993861
4343,131,0.00013504904032708671,0.08139230406033702570
5588,131,0.00013504904032708671,0.08152735310066411278
6565,131,0.00013504904032708671,0.08166240214099119987
7896,131,0.00013504904032708671,0.08179745118131828696
8585,131,0.00013504904032708671,0.08193250022164537405
9000,131,0.00013504904032708671,0.08206754926197246114
0105,130,0.00013401813162229980,0.08220156739359475717
0126,130,0.00013401813162229980,0.08233558552521705320
0131,130,0.00013401813162229980,0.08246960365683936311
0222,130,0.00013401813162229980,0.08260362178846165915
0306,130,0.00013401813162229980,0.08273763992008395518
0307,130,0.00013401813162229980,0.08287165805170625121
0320,130,0.00013401813162229980,0.08300567618332856112
0418,130,0.00013401813162229980,0.08313969431495085716
0427,130,0.00013401813162229980,0.08327371244657315319
0429,130,0.00013401813162229980,0.08340773057819546310
0511,130,0.00013401813162229980,0.08354174870981775913
0527,130,0.00013401813162229980,0.08367576684144005517
